"otu.1"	"otu.2"	"otu.3"	"otu.4"	"otu.5"	"otu.6"	"otu.7"	"otu.8"	"otu.9"	"otu.10"	"otu.11"	"otu.12"	"otu.13"	"otu.14"	"otu.15"	"otu.16"	"otu.17"	"otu.18"	"otu.19"	"otu.20"	"otu.21"	"otu.22"	"otu.23"	"otu.24"	"otu.25"	"otu.26"	"otu.27"	"otu.28"	"otu.29"	"otu.30"	"otu.31"	"otu.32"	"otu.33"	"otu.34"	"otu.35"	"otu.36"	"otu.37"	"otu.38"	"otu.39"	"otu.40"	"otu.41"	"otu.42"	"otu.43"	"otu.44"	"otu.45"	"otu.46"	"otu.47"	"otu.48"	"otu.49"	"otu.50"	"otu.51"	"otu.52"	"otu.53"	"otu.54"	"otu.55"	"otu.56"	"otu.57"	"otu.58"	"otu.59"	"otu.60"	"otu.61"	"otu.62"	"otu.63"	"otu.64"	"otu.65"	"otu.66"	"otu.67"	"otu.68"	"otu.69"	"otu.70"	"otu.71"	"otu.72"	"otu.73"	"otu.74"	"otu.75"	"otu.76"	"otu.77"	"otu.78"	"otu.79"	"otu.80"	"otu.81"	"otu.82"	"otu.83"	"otu.84"	"otu.85"	"otu.86"	"otu.87"	"otu.88"	"otu.89"	"otu.90"	"otu.91"	"otu.92"	"otu.93"	"otu.94"	"otu.95"	"otu.96"	"otu.97"	"otu.98"	"otu.99"	"otu.100"	"otu.101"	"otu.102"	"otu.103"	"otu.104"	"otu.105"	"otu.106"
"sample.11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182967995220297	0.000430764375501043	0.000952710660131623	0.00197942414997003	0.00386343223737832	0.00708376799668687	0.0122014642991551	0.0197431376272676	0.0300107595508723	0.0428542990996463	0.0574868352294147	0.0724434291040812	0.0857602805844751	0.0953739966081207	0.0996392306490287	0.0977884008271517	0.0901573041955566	0.0780856240670235	0.0635327784677557	0.0485602827320273	0.0348675280964883	0.0235189380025396	0.0149029021485809	0.00887116357848389	0.00496074518844455	0.00260597261200931	0.00128602487565022	0.000596191096890203	0.000259643944448289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000278137616921679	0.000635470720313797	0.00136391704090701	0.00275002702010303	0.00520885851693437	0.0092683997425773	0.0154925728345672	0.024327581239589	0.0358864840993673	0.049730117581531	0.064738801584618	0.0791710528048212	0.0909546233022837	0.0981611717153859	0.0995202098014535	0.0947849590745656	0.0848055286589228	0.0712796403191527	0.0562812103074369	0.0417462963474944	0.0290890186542068	0.0190413082406741	0.0117090346616845	0.0067639750144111	0.00367062055791354	0.00187125763540892	0.000896157354219512	0.000403173107193685	0.000170394445341775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164410936816671	0.000389989184254435	0.000869022490699986	0.00181913975466383	0.00357731932159286	0.00660854644377823	0.0114686098736181	0.0186970120388699	0.0286345413062018	0.0411969295081101	0.0556795941527373	0.0706942137368628	0.0843195482385135	0.0944776904822914	0.099445894965356	0.0983333981747825	0.0913422761589765	0.0797075034131923	0.0653406090306493	0.0503180433289358	0.0364016363053522	0.0247385740302607	0.015793741075297	0.00947222400535548	0.00533673331530155	0.00282459142854747	0.00140440500215016	0.000655972590999473	0.000287829705832866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234008418680927	0.000541372234904291	0.00117656810227585	0.00240212031760683	0.00460711484032088	0.00830079931350216	0.0140497108148829	0.0223393972605501	0.0333681486915653	0.0468219360907851	0.0617196164423973	0.0764282057307026	0.08890797206287	0.0971592915957452	0.0997434922457219	0.0961925404915545	0.0871474762624193	0.0741694108884868	0.0592995556663874	0.0445384033216467	0.0314249389890818	0.0208291159461608	0.0129695177152235	0.00758635935528762	0.0041686898967111	0.00215190137760154	0.00104352229509798	0.000475376485896711	0.000203437145932916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014758408078209	0.000352710657107137	0.000791870645882893	0.00167011547974813	0.00330898922805858	0.0061588666398951	0.0107686891814337	0.0176881119659706	0.0272933415612577	0.0395629381050223	0.0538737191459263	0.0689163033632184	0.0828177800786024	0.093493580257304	0.0991508842853063	0.0987797647532646	0.0924476717458294	0.0812794139536064	0.0671307878179387	0.052085821603151	0.0379641682309853	0.0259947026644449	0.016720621425917	0.0101036098773351	0.00573531556562324	0.00305840266138308	0.00153210525549221	0.000721006427949073	0.000318747117269025	0.000132376224295479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210714997878268	0.000491153398452125	0.00107546295048741	0.00221223036266666	0.00427485943220271	0.00776014655904793	0.0132334963884178	0.0212000008228581	0.0319046325577095	0.0451053660458547	0.0599044756178971	0.0747389384330678	0.0875973915341891	0.0964477316326558	0.0997583957843345	0.0969311778993064	0.088477759955245	0.075868472838917	0.0611146262989787	0.046247213823604	0.0328762732732128	0.0219551386787201	0.0137735656213012	0.00811732949773889	0.00449403616214513	0.00233731122717563	0.00114196586528303	0.000524138781515149	0.000225993559137407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132376224295479	0.000318747117269025	0.000721006427949073	0.00153210525549221	0.00305840266138308	0.00573531556562324	0.0101036098773351	0.016720621425917	0.0259947026644449	0.0379641682309853	0.052085821603151	0.0671307878179387	0.0812794139536064	0.0924476717458294	0.0987797647532646	0.0991508842853063	0.093493580257304	0.0828177800786024	0.0689163033632184	0.0538737191459263	0.0395629381050223	0.0272933415612577	0.0176881119659706	0.0107686891814337	0.0061588666398951	0.00330898922805858	0.00167011547974813	0.000791870645882893	0.000352710657107137	0.00014758408078209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189570211482646	0.000445193698524761	0.00098216514375391	0.00203552584511343	0.00396301138117268	0.00724820742131306	0.0124535308618213	0.0201006908689125	0.0304779717833088	0.0434127938164399	0.0580906188975022	0.0730215195499287	0.0862287963322639	0.0956555947489295	0.0996839006566791	0.0975879659439142	0.0897478602682614	0.0775369181423908	0.0629288162048987	0.0479785571983437	0.0343638172282057	0.0231212980454388	0.0146143538485793	0.00867767977630436	0.00484043303158446	0.00253642139010506	0.00124857660447246	0.000577385102010774	0.000250825998343801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268745122645331	0.00061554830963254	0.00132446440092321	0.00267716433927561	0.00508354143712722	0.00906805821088282	0.0151956340341733	0.0239210339144993	0.0353750989098838	0.049144166506886	0.0641361490046456	0.0786303810415248	0.0905595958808626	0.0979794881330631	0.0995846615270319	0.0950837566381002	0.0852858155763186	0.071862757343609	0.056883661284557	0.042298776107238	0.0295477663451533	0.0193900132384117	0.0119533090978519	0.00692236969164088	0.00376598012221436	0.00192467698180284	0.000924047457247971	0.000416761214622436	0.000176578128174922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170394445341775	0.000403173107193685	0.000896157354219511	0.00187125763540892	0.00367062055791353	0.0067639750144111	0.0117090346616845	0.019041308240674	0.0290890186542067	0.0417462963474944	0.0562812103074369	0.0712796403191527	0.0848055286589228	0.0947849590745656	0.0995202098014534	0.0981611717153858	0.0909546233022836	0.0791710528048212	0.064738801584618	0.049730117581531	0.0358864840993673	0.024327581239589	0.0154925728345672	0.00926839974257729	0.00520885851693437	0.00275002702010303	0.001363917040907	0.000635470720313796	0.000278137616921679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000242283391471722	0.000559116623482084	0.00121209807117233	0.00246848055438294	0.00472256838602053	0.00848757051696859	0.014329965025418	0.0227281172002002	0.0338640100902465	0.0473990791445613	0.0623243874587478	0.0769843997888262	0.0893313777890788	0.0973782423485249	0.0997186580298253	0.0959284691950925	0.0866912365811459	0.0735968923385505	0.0586948976860116	0.0439741869343383	0.0309493748798158	0.020462681267555	0.0127095388384853	0.0074157254122497	0.00406475227906069	0.00209300912072475	0.00101242941215931	0.000460060535696317	0.000196391100187206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153001628771787	0.0003647450319565	0.000816844353487111	0.00171848534231115	0.00339632270145734	0.00630563253989483	0.0109977783907208	0.0180192978777259	0.0277349482580115	0.0401026849295766	0.054472352965552	0.0695080996787739	0.0833203892326303	0.0938261205492637	0.09925509844004	0.0986366886185334	0.0920832710626464	0.0807568903537702	0.0665326821555995	0.0514928667269968	0.0374382641837415	0.0255706008667163	0.0164067574224627	0.0098892003495404	0.00559958948005445	0.00297856990572169	0.0014883874534817	0.000698684000892653	0.000308107444186579	0.000127638055482334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218231472959073	0.000507403376694727	0.0011082708667872	0.00227402416758539	0.00438329630792109	0.00793712423842968	0.0135015031414587	0.0215753405875452	0.0323884223174645	0.0456749963822574	0.0605095390622106	0.0753053380745791	0.0880408598380212	0.0966939681000227	0.0997633641321269	0.0966939681000227	0.0880408598380212	0.0753053380745791	0.0605095390622106	0.0456749963822574	0.0323884223174645	0.0215753405875452	0.0135015031414587	0.00793712423842968	0.00438329630792109	0.00227402416758539	0.0011082708667872	0.000507403376694727	0.000218231472959073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127638055482334	0.000308107444186579	0.000698684000892653	0.0014883874534817	0.00297856990572169	0.00559958948005445	0.0098892003495404	0.0164067574224627	0.0255706008667163	0.0374382641837415	0.0514928667269968	0.0665326821555995	0.0807568903537703	0.0920832710626464	0.0986366886185334	0.09925509844004	0.0938261205492637	0.0833203892326304	0.0695080996787739	0.054472352965552	0.0401026849295766	0.0277349482580115	0.0180192978777259	0.0109977783907208	0.00630563253989484	0.00339632270145735	0.00171848534231115	0.000816844353487111	0.0003647450319565	0.000153001628771787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196391100187205	0.000460060535696317	0.00101242941215931	0.00209300912072475	0.00406475227906069	0.0074157254122497	0.0127095388384853	0.0204626812675549	0.0309493748798158	0.0439741869343383	0.0586948976860116	0.0735968923385505	0.0866912365811459	0.0959284691950924	0.0997186580298253	0.0973782423485249	0.0893313777890788	0.0769843997888262	0.0623243874587478	0.0473990791445613	0.0338640100902465	0.0227281172002002	0.014329965025418	0.00848757051696859	0.00472256838602053	0.00246848055438294	0.00121209807117233	0.000559116623482084	0.000242283391471722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000278137616921679	0.000635470720313797	0.00136391704090701	0.00275002702010303	0.00520885851693437	0.0092683997425773	0.0154925728345672	0.024327581239589	0.0358864840993673	0.049730117581531	0.064738801584618	0.0791710528048212	0.0909546233022837	0.0981611717153859	0.0995202098014535	0.0947849590745656	0.0848055286589228	0.0712796403191527	0.0562812103074369	0.0417462963474944	0.0290890186542068	0.0190413082406741	0.0117090346616845	0.0067639750144111	0.00367062055791354	0.00187125763540892	0.000896157354219512	0.000403173107193685	0.000170394445341775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176578128174922	0.000416761214622436	0.000924047457247971	0.00192467698180284	0.00376598012221436	0.00692236969164088	0.0119533090978519	0.0193900132384117	0.0295477663451533	0.042298776107238	0.056883661284557	0.071862757343609	0.0852858155763186	0.0950837566381002	0.0995846615270319	0.0979794881330631	0.0905595958808626	0.0786303810415248	0.0641361490046456	0.049144166506886	0.0353750989098838	0.0239210339144993	0.0151956340341733	0.00906805821088282	0.00508354143712722	0.00267716433927561	0.00132446440092321	0.00061554830963254	0.000268745122645331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250825998343801	0.000577385102010774	0.00124857660447246	0.00253642139010506	0.00484043303158446	0.00867767977630436	0.0146143538485793	0.0231212980454388	0.0343638172282057	0.0479785571983437	0.0629288162048987	0.0775369181423908	0.0897478602682614	0.0975879659439142	0.0996839006566791	0.0956555947489295	0.0862287963322639	0.0730215195499287	0.0580906188975022	0.0434127938164399	0.0304779717833088	0.0201006908689125	0.0124535308618213	0.00724820742131306	0.00396301138117268	0.00203552584511343	0.00098216514375391	0.000445193698524761	0.000189570211482646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014758408078209	0.000352710657107137	0.000791870645882893	0.00167011547974813	0.00330898922805858	0.0061588666398951	0.0107686891814337	0.0176881119659706	0.0272933415612577	0.0395629381050223	0.0538737191459263	0.0689163033632184	0.0828177800786024	0.093493580257304	0.0991508842853063	0.0987797647532646	0.0924476717458294	0.0812794139536064	0.0671307878179387	0.052085821603151	0.0379641682309853	0.0259947026644449	0.016720621425917	0.0101036098773351	0.00573531556562324	0.00305840266138308	0.00153210525549221	0.000721006427949073	0.000318747117269025	0.000132376224295479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
